tweet,date,tagged,keywords,events,selected
Lavallée ajoute que du temazepam peut cependant être acheté sur Internet. Dose normale : 15 ou 30 milligrammes. #Magnotta,10/15/2014,Lavallée_NPP ajoute_V que_CS du_P temazepam_NC peut_V cependant_ADV être_VINF acheté_VPP sur_P Internet_NPP Dose_NPP normale_NC :_PUNC 15_DET ou_CC 30_DET milligrammes_NC #Magnotta_NPP,Lavallée ajoute temazepapeut être acheté Internet Dose normale milligrammes,-,
"Le temazepam est un somnifère qu'on doit se procurer avec prescription d'un médecin au Canada, dit Lavallée #Magnotta",10/15/2014,Le_DET temazepam_NC est_V un_DET somnifère_NC qu'on_ADJ doit_V se_CLR procurer_VINF avec_P prescription_NC d'un_ADJ médecin_ADJ au_P Canada_NPP dit_V Lavallée_NPP #Magnotta_NPP,temazepaest somnifère qu'on doit procurer prescription d'un médecin Canaddit Lavallée,-,
"4 juillet 2012, foie, rein et rate de la victime lui ont aussi été envoyés par Dazé pour analyse toxicologique, dit Lavallée. #Magnotta",10/15/2014,4_ADJ juillet_NC 2012_N foie_N rein_N et_CC rate_ET de_P la_DET victime_NC lui_CLO ont_V aussi_ADV été_VPP envoyés_VPP par_P Dazé_NPP pour_P analyse_V toxicologique_ADJ dit_V Lavallée_NPP #Magnotta_NPP,4 juillet victime ont été envoyés Dazé analyse toxicologique dit Lavallée,-,
"Lavallée explique que le pathologiste Yann Dazé lui a demandé d'analyser du contenu gastrique et de la bile, le 8 juin 2012. #Magnotta",10/15/2014,Lavallée_NPP explique_V que_CS le_DET pathologiste_NC Yann_NPP Dazé_NPP lui_CLO a_V demandé_VPP d'analyser_VINF du_P contenu_NC gastrique_ADJ et_CC de_P la_DET bile_NC le_DET 8_ADJ juin_NC 2012_N #Magnotta_NC,Lavallée explique pathologiste Yann Dazé demandé d'analyser contenu gastrique bile 8 juin,-,
"Lavallé a déposé 2 rapports dans dossier #Magnotta : un en octobre 2012, l'autre, en mars 2013.",10/15/2014,Lavallé_NPP a_V déposé_VPP 2_DET rapports_NC dans_P dossier_NC #Magnotta_NPP :_PUNC un_DET en_P octobre_NC 2012_N l'autre_V en_P mars_NC 2013_N,Lavallé déposé rapports dossier octobre l'autre mars,-,
"Finalement, Lavallée est autorisée à témoigner comme toxicologue judiciaire. Couronne entreprend donc son interrogatoire. #Magnotta",10/15/2014,Finalement_ADV Lavallée_VPP est_V autorisée_VPP à_P témoigner_VINF comme_P toxicologue_N judiciaire_ADJ Couronne_N entreprend_V donc_ADV son_DET interrogatoire_NC #Magnotta_NPP,Lavallée est autorisée témoigner judiciaire entreprend interrogatoire,-,
"Lavallée dit qu'elle voulait vérifier qu'elle pouvait répondre. Quand on lui a dit de ne pas répondre, elle n'a pas prévenu #Magnotta",10/15/2014,Lavallée_NPP dit_V qu'elle_N voulait_V vérifier_VINF qu'elle_ADJ pouvait_V répondre_VINF Quand_CS on_CLS lui_CLO a_V dit_VPP de_P ne_ADV pas_ADV répondre_VINF elle_DET n_NC '_ADJ a_V pas_ADV prévenu_VPP #Magnotta_NPP,Lavallée dit voulait vérifier qu'elle pouvait répondre n prévenu,-,
"L'avocat de #Magnotta est mécontent que Lavallée n'a pas répondu à ses questions au départ, et qu'elle ne l'en a même pas avisé.",10/15/2014,L'avocat_NPP de_P #Magnotta_NPP est_V mécontent_V que_CS Lavallée_NPP n_NC '_ADJ a_V pas_ADV répondu_VPP à_P ses_DET questions_NC au_P départ_NC et_CC qu'elle_NC ne_ADV l'en_VS a_V même_ADV pas_ADV avisé_VPP,L'avocat est mécontent Lavallée n répondu questions départ qu'elle l'en avisé,-,
"Lavallée dit à Leclair que son patron lui a dit de ne pas communiquer avec lui. Jusqu'à hier, alors que la Couronne a autorisé ça #Magnotta",10/15/2014,Lavallée_NPP dit_V à_P Leclair_NPP que_CS son_DET patron_NC lui_CLO a_V dit_VPP de_P ne_ADV pas_ADV communiquer_VINF avec_P lui_PRO Jusqu_NPP '_DET à_P hier_ADV alors_ADV que_C la_DET Couronne_NPP a_V autorisé_VPP ça_PRO #Magnotta_NPP,Lavallée dit Leclair patron communiquer Jusqu Couronne autorisé,-,
L'avocat de #Magnotta demande à Lavallée combien de dossier avec temazepam elle a traités. Elle ne peut le dire.,10/15/2014,L'avocat_NPP de_P #Magnotta_NPP demande_V à_P Lavallée_N combien_ADV de_P dossier_NC avec_P temazepam_NC elle_CLS a_V traités_VPP Elle_CLS ne_ADV peut_V le_CLO dire_VINF,L'avocat demande dossier temazepatraités peut dire,-,
"Rappelons que le pathologiste Dazé a dit la semaine passée que du temazepam, un somnifère, a été trouvé dans le corps de Lin Jun #Magnotta",10/15/2014,Rappelons_NPP que_CS le_DET pathologiste_NC Dazé_NPP a_V dit_VPP la_DET semaine_NC passée_VPP que_CS du_P temazepam_NC un_DET somnifère_NC a_V été_VPP trouvé_VPP dans_P le_DET corps_NC de_P Lin_NPP Jun_NPP #Magnotta_NPP,Rappelons pathologiste Dazé dit semaine passée temazepasomnifère été trouvé corps Lin Jun,-,
"Dans le dossier #Magnota, Lavallée dit avoir déposé son rapport toxicologique le 11 octobre 2012",10/15/2014,Dans_P le_DET dossier_NC #Magnota_NPP Lavallée_NPP dit_V avoir_VINF déposé_VPP son_DET rapport_NC toxicologique_ADJ le_DET 11_ADJ octobre_NC 2012_N,dossier #MagnotLavallée dit avoir déposé rapport toxicologique 11 octobre,-,
"Catherine Lavallée continue d'expliquer sa formation, son expérience, à la demande du procureur de la Couronne, Louis Bouthillier #Magnotta",10/15/2014,Catherine_NPP Lavallée_NPP continue_V d'expliquer_VINF sa_DET formation_NC son_DET expérience_NC à_P la_DET demande_NC du_P procureur_NC de_P la_DET Couronne_NC Louis_NPP Bouthillier_NPP #Magnotta_NPP,Catherine Lavallée continue d'expliquer formation expérience demande procureur Couronne Louis Bouthillier,-,
"Procès #Magnotta reprend. À la barre, la toxicologiste judiciaire Catherine Lavallée, que la Couronne veut faire déclarer témoin expert.",10/15/2014,Procès_NPP #Magnotta_NPP reprend_V À_P la_DET barre_NC la_DET toxicologiste_NC judiciaire_ADJ Catherine_NPP Lavallée_NPP que_CS la_DET Couronne_NC veut_V faire_VINF déclarer_VINF témoin_NC expert_NC,Procès reprend barre toxicologiste judiciaire Catherine Lavallée Couronne veut faire déclarer témoin expert,-,
Couronne dit que Leclair a été prévenu tardivement que Lavallée allait témoigner. Juge décrète donc pause du midi. #Magnotta,10/15/2014,Couronne_DET dit_V que_CS Leclair_NPP a_V été_VPP prévenu_VPP tardivement_ADV que_CS Lavallée_NPP allait_V témoigner_VINF Juge_NPP décrète_V donc_ADV pause_NC du_P midi_NC #Magnotta_NPP,dit Leclair été prévenu Lavallée allait témoigner Juge décrète pause midi,-,
"Délai au procès #Magnotta. Son avocat, Luc Leclair, cherche ses notes. Ne savait pas que Lavallée serait prochain témoin...",10/15/2014,Délai_NPP au_P procès_NC #Magnotta_NPP Son_DET avocat_NC Luc_NPP Leclair_NPP cherche_V ses_DET notes_NC Ne_ADV savait_V pas_ADV que_CS Lavallée_NPP serait_V prochain_ADJ témoin_NC,Délai procès avocat Luc Leclair cherche notes savait Lavallée serait prochain témoin,-,
"Couronne veut qu'elle soit déclarée témoin-expert, lui permettant de donner son opinion en plus des faits. Elle explique son CV #Magnotta",10/15/2014,Couronne_NC veut_V qu'elle_ADJ soit_CC déclarée_ADJ témoin-expert_NC lui_CLO permettant_VPR de_P donner_VINF son_DET opinion_NC en_P plus_ADV des_P faits_NC Elle_CLS explique_V son_DET CV_N #Magnotta_ET,Couronne veut qu'elle déclarée témoin-expert donner opinion faits explique,-,
Fin du contre-interrogatoire d'Antonion Paradiso. Nouveau témoin: la chimiste et toxicologue judiciaire Catherine Lavallée (?).,10/15/2014,Fin_NC du_P contre-interrogatoire_NC d'Antonion_NPP Paradiso_NPP Nouveau_ADJ témoin_NC :_PUNC la_DET chimiste_NC et_CC toxicologue_NC judiciaire_ADJ Catherine_NPP Lavallée_NPP ?_PUNC,Fin contre-interrogatoire d'Antonion Paradiso Nouveau témoin chimiste toxicologue judiciaire Catherine Lavallée,-,
"#Magnotta a bcp dormi pendant le vol. N'a rien dit de spécial, dit Paradiso.",10/15/2014,#Magnotta_NPP a_V bcp_ADV dormi_VPP pendant_P le_DET vol_NC N_N '_ADJ a_V rien_ADV dit_VPP de_P spécial_ADJ dit_V Paradiso_NPP,dormi vol dit spécial Paradiso,-,
Un psychiatre accompagnait les policiers qui sont allés chercher #Magnotta à Berlin. 1ère fois que Paradiso en voyait un dans ce dossier,10/15/2014,Un_DET psychiatre_NC accompagnait_V les_DET policiers_NC qui_PROREL sont_V allés_VPP chercher_VINF #Magnotta_NPP à_P Berlin_NPP 1ère_ADJ fois_N que_C Paradiso_NPP en_P voyait_V un_DET dans_P ce_DET dossier_NC,psychiatre accompagnait policiers sont allés chercher Berlin 1ère Paradiso voyait dossier,-,
"Le 18 juin 2012, Paradiso a mis #Magnotta en état d'arrestation, lui a lu ses droits, etc.",10/15/2014,Le_DET 18_ADJ juin_NC 2012_N Paradiso_NPP a_V mis_VPP #Magnotta_NPP en_P état_N d'arrestation_NC lui_CLO a_V lu_VPP ses_DET droits_NC etc_ADV,18 juin Paradiso mis d'arrestation lu droits,-,
"1ère rencontre avec #Magnotta est survenue le lundi 18 juin, vers 14h20, lorsqu'il a été escorté à l'avion par police allemande -Paradiso",10/15/2014,1ère_ADJ rencontre_NC avec_P #Magnotta_NPP est_V survenue_VPP le_DET lundi_NC 18_ADJ juin_NC vers_P 14h20_DET lorsqu'il_NC a_V été_VPP escorté_VPP à_P l'avion_NC par_P police_NC allemande_ADJ -_PUNC Paradiso_N,1ère rencontre est survenue lundi 18 juin lorsqu'il été escorté l'avion police allemande,-,
"""Il y a beaucoup de choses que je ne sais pas dans ce dossier""#Magnotta, précise Paradiso, après explication sur son rôle de soutien.",10/15/2014,Il_CLS y_CLO a_V beaucoup_ADV de_P choses_NC que_PROREL je_CLS ne_ADV sais_V pas_ADV dans_P ce_DET dossier_NC #Magnotta_NPP précise_V Paradiso_NPP après_P explication_NC sur_P son_DET rôle_NC de_P soutien_NC,choses sais dossier précise Paradiso explication rôle soutien,-,
"Paradiso dit que dans l'enquête #Magnotta, il était en soutien au tandem Hamlin-Bourque, avec son partenaire Provencher.",10/15/2014,Paradiso_NPP dit_V que_CS dans_P l'enquête_DET #Magnotta_NPP il_CLS était_V en_P soutien_NC au_P tandem_NC Hamlin-Bourque_NPP avec_P son_DET partenaire_NC Provencher_NPP,Paradiso dit était soutien tandeHamlin-Bourque partenaire Provencher,-,
"Paradiso n'est jamais entré dans l'appart. de #Magnotta. Il n'a pas entendu que des journalistes y étaient entrés, comme le suggère Leclair.",10/15/2014,Paradiso_NPP n'est_V jamais_ADV entré_VPP dans_P l'appart_N de_P #Magnotta_ET Il_ET n_ET '_ET a_V pas_ADV entendu_VPP que_CS des_DET journalistes_NC y_CLO étaient_V entrés_VPP comme_CS le_CLO suggère_V Leclair_NPP,Paradiso n'est entré entendu journalistes étaient entrés suggère Leclair,-,
"Leclair demande quelles infos Paradiso a reçues le 29 mai, lors d'une rencontre avec enquêteurs Hamlin, Bourque et Provencher #Magnotta",10/15/2014,Leclair_NPP demande_V quelles_DETWH infos_NC Paradiso_NPP a_V reçues_VPP le_DET 29_ADJ mai_NC lors_ADV d'une_ADJ rencontre_NC avec_P enquêteurs_NC Hamlin_NPP Bourque_NPP et_CC Provencher_NPP #Magnotta_NPP,Leclair demande infos Paradiso reçues 29 mai d'une rencontre enquêteurs Hamlin Bourque Provencher,-,
Fin de l'interrogatoire principal d'Antonio Paradiso. Il est maintenant contre-interrogé par l'avocat de #Magnotta,10/15/2014,Fin_NC de_P l'interrogatoire_NC principal_ADJ d'Antonio_NPP Paradiso_NPP Il_CLS est_V maintenant_ADV contre-interrogé_VPP par_P l'avocat_N de_P #Magnotta_NPP,Fin l'interrogatoire principal d'Antonio Paradiso est contre-interrogé,-,
Paradiso explique les recherches faites au parc Angrignon pour retrouver partie de corps de Lin Jun manquantes. #Magnotta,10/15/2014,Paradiso_NPP explique_V les_DET recherches_NC faites_VPP au_P parc_NC Angrignon_NPP pour_P retrouver_VINF partie_NC de_P corps_NC de_P Lin_NC Jun_ADV manquantes_ADJ #Magnotta_NPP,Paradiso explique recherches faites parc Angrignon retrouver partie corps Lin manquantes,-,
Paradiso a reçu télécopie provenant de l'Ontario 1er juillet 2012. Contenait instructions pour trouver partie de corps manquante. #Magnotta,10/15/2014,Paradiso_NPP a_V reçu_VPP télécopie_NC provenant_VPR de_P l'Ontario_NPP 1er_ADJ juillet_NC 2012_N Contenait_V instructions_NC pour_P trouver_VINF partie_NC de_P corps_NC manquante_ADJ #Magnotta_NPP,Paradiso reçu télécopie l'Ontario 1er juillet Contenait instructions trouver partie corps manquante,-,
"Dong Dong Xu nous avait prévenus qu'il avait vu une vidéo, qu'il croyait y avoir reconnu Lin Jun, dit Paradiso. #Magnotta",10/15/2014,Dong_NPP Dong_NPP Xu_ADJ nous_CLO avait_V prévenus_VPP qu'il_ADV avait_V vu_VPP une_DET vidéo_NC qu'il_ADJ croyait_V y_CLO avoir_VINF reconnu_VPP Lin_ET Jun_ET dit_V Paradiso_NPP #Magnotta_NPP,Dong Xu avait prévenus vu vidéo qu'il croyait avoir reconnu dit Paradiso,-,
"Paradiso a rencontré Dong Dong Xu, qui avait porté Lin Jun disparu. Sont allés à l'appart. de Lin Jun, ont pris items pour ID #Magnotta",10/15/2014,Paradiso_NPP a_V rencontré_VPP Dong_ET Dong_ET Xu_ADJ qui_PROREL avait_V porté_VPP Lin_NPP Jun_NPP disparu_VPP Sont_V allés_VPP à_P l'appart_NC de_P Lin_NPP Jun_NPP ont_V pris_VPP items_NC pour_P ID_NPP #Magnotta_NPP,Paradiso rencontré Xu avait porté Lin Jun disparu Sont allés l'appart ont pris items ID,-,
Paradiso dit n'avoir vu que partiellement la vidéo mise en ligne par #Magnotta.,10/15/2014,Paradiso_NPP dit_V n'avoir_VINF vu_VPP que_CS partiellement_ADV la_DET vidéo_NC mise_V en_P ligne_N par_P #Magnotta_NPP,Paradiso dit n'avoir vu vidéo mise,-,
"Des images captées dans un Jean Coutu ont permis d'y voir même suspect que dans l'immeuble boul. Décarie, dit Paradiso. #Magnotta évidemment",10/15/2014,Des_DET images_NC captées_VPP dans_P un_DET Jean_N Coutu_N ont_V permis_VPP d'_P y_CLO voir_VINF même_ADV suspect_ADJ que_CS dans_P l'immeuble_ADJ boul_NC Décarie_NPP dit_V Paradiso_NPP #Magnotta_NPP évidemment_ADV,images captées ont permis voir suspect l'immeuble boul Décarie dit Paradiso,-,
"Paradiso explique avoir regardé des vidéos de surveillance, puis fait vérifications concernant envois postaux de #Magnotta",10/15/2014,Paradiso_NPP explique_V avoir_VINF regardé_VPP des_P vidéos_NC de_P surveillance_NC puis_CC fait_V vérifications_NC concernant_P envois_NC postaux_ADJ de_P #Magnotta_NPP,Paradiso explique avoir regardé vidéos surveillance fait vérifications envois postaux,-,
"Procès #Magnotta reprend avec un nouveau témoin: Antonio Paradiso, de l'escouade des crimes majeurs du SPVM.",10/15/2014,Procès_NPP #Magnotta_NPP reprend_V avec_P un_DET nouveau_ADJ témoin_NC :_PUNC Antonio_ET Paradiso_ET de_P l'escouade_NC des_P crimes_NC majeurs_ADJ du_P SPVM_NPP,Procès reprend nouveau témoin l'escouade crimes majeurs SPVM,-,
Fin du contre-interrogatoire de la biologiste judiciaire Jacinthe Prévost. Pause jusqu'à 11h10. #Magnotta,10/15/2014,Fin_NC du_P contre-interrogatoire_NC de_P la_DET biologiste_NC judiciaire_ADJ Jacinthe_NPP Prévost_NPP Pause_NPP jusqu_V '_DET à_P 11h10_DET #Magnotta_NC,Fin contre-interrogatoire biologiste judiciaire Jacinthe Prévost Pause jusqu,-,
"Un drap brun était mal placé sous le matelas. Un autre était sur le dessus. Ils étaient trop grands, selon Prévost. #Magnotta",10/15/2014,Un_DET drap_NC brun_ADJ était_V mal_ADV placé_VPP sous_P le_DET matelas_NC Un_DET autre_ADJ était_V sur_P le_DET dessus_NC Ils_CLS étaient_V trop_ADV grands_ADJ selon_P Prévost_NPP #Magnotta_NPP,drap brun était placé matelas autre dessus étaient grands Prévost,-,
Me Leclair interroge Prévost sur la literie retrouvée sur le lit de l'appartement. #Magnotta,10/15/2014,Me_NC Leclair_NPP interroge_V Prévost_NPP sur_P la_DET literie_N retrouvée_ADJ sur_P le_DET lit_NC de_P l'appartement_NC #Magnotta_NPP,Me Leclair interroge Prévost retrouvée lit l'appartement,-,
"Pas de trace de frottage/lavage dans chambre à coucher de l'appart. de #Magnotta, dit Prévost. Sinon, peut-être, pour le matelas.",10/15/2014,Pas_ADV de_P trace_NC de_P frottage/lavage_NC dans_P chambre_N à_P coucher_VINF de_P l'appart_NC de_P #Magnotta_NPP dit_V Prévost_NPP Sinon_CC peut-être_VINF pour_P le_DET matelas_NC,trace frottage/lavage coucher l'appart dit Prévost peut-être matelas,-,
Questions de Me Leclair vs nettoyage vraisemblablement liées à sa volonté d'établir l'état d'esprit de #Magnotta au moment du meurtre,10/15/2014,Questions_NC de_P Me_NC Leclair_NPP vs_DET nettoyage_NC vraisemblablement_ADV liées_VPP à_P sa_DET volonté_NC d'établir_VINF l'état_DET d'esprit_NC de_P #Magnotta_NPP au_P moment_N du_P meurtre_NC,Questions Me Leclair nettoyage liées volonté d'établir d'esprit meurtre,-,
"Du sang était aussi visible sur table, dit Prévost. Le luminol en a révélé + par la suite. Pas de trace de nettoyage évidente. #Magnotta",10/15/2014,Du_P sang_NC était_V aussi_ADV visible_ADJ sur_P table_N dit_V Prévost_NPP Le_DET luminol_NC en_P a_V révélé_VPP +_ADV par_P la_DET suite_N Pas_ADV de_P trace_NC de_P nettoyage_NC évidente_ADJ #Magnotta_NPP,sang était visible dit Prévost luminol révélé trace nettoyage évidente,-,
Prévost dit qu'une tache de sang était visible dans réfrigérateur. Moins clair que c'était du sang dans congélateur #Magnotta,10/15/2014,Prévost_NPP dit_V qu'une_DET tache_NC de_P sang_NC était_V visible_ADJ dans_P réfrigérateur_NC Moins_ADV clair_ADJ que_CS c_DET '_NC était_V du_P sang_NC dans_P congélateur_NC #Magnotta_NPP,Prévost dit tache sang était visible réfrigérateur clair congélateur,-,
"Dans la cuisine de l'appartement du boulevard Décarie, aucune trace de nettoyage, poursuit Prévost #Magnotta",10/15/2014,Dans_P la_DET cuisine_NC de_P l'appartement_NC du_P boulevard_NC Décarie_NPP aucune_DET trace_NC de_P nettoyage_NC poursuit_V Prévost_NPP #Magnotta_NPP,cuisine l'appartement boulevard Décarie trace nettoyage poursuit Prévost,-,
"Le nettoyage du bain et du lavabo de salle de bain n'a pas été très bien fait, dit Prévost, contre-interrogée par l'avocat de #Magnotta",10/15/2014,Le_DET nettoyage_NC du_P bain_NC et_CC du_P lavabo_NC de_P salle_NC de_P bain_NC n_N '_ADJ a_V pas_ADV été_VPP très_ADV bien_ADV fait_VPP dit_V Prévost_NPP contre-interrogée_VPP par_P l'avocat_N de_P #Magnotta_NPP,nettoyage bain lavabo salle été fait dit Prévost contre-interrogée,-,
"Prévost croit aussi que le bain a aussi été nettoyé, à tout le moins à l'eau. #Magnotta",10/15/2014,Prévost_NPP croit_V aussi_ADV que_CS le_DET bain_NC a_V aussi_ADV été_VPP nettoyé_VPP à_P tout_PRO le_DET moins_ADV à_P l'eau_NC #Magnotta_NPP,Prévost croit bain été nettoyé l'eau,-,
"Dans lavabo de la salle de bain, il y a eu lavage/nettoyage, dit par exemple Prévost, parce qu'on y a retrouvé du sang dilué. #Magnotta",10/15/2014,Dans_P lavabo_NC de_P la_DET salle_NC de_P bain_NC il_CL y_CL a_V eu_VPP lavage/nettoyage_NC dit_VPP par_P exemple_N Prévost_DET parce_C qu'on_C y_CLO a_V retrouvé_VPP du_P sang_NC dilué_VPP #Magnotta_NPP,lavabo salle bain eu lavage/nettoyage dit retrouvé sang dilué,-,
"Du frottage n'est pas du lavage, précise Prévost. Peut avoir été induit par un quelconque contact sur une surface. #Magnotta",10/15/2014,Du_P frottage_NC n'est_V pas_ADV du_P lavage_NC précise_ADJ Prévost_NPP Peut_V avoir_VINF été_VPP induit_VPP par_P un_DET quelconque_ADJ contact_NC sur_P une_DET surface_NC #Magnotta_NPP,frottage n'est lavage précise Prévost Peut avoir été induit quelconque contact surface,-,
"Leclair veut maintenant parler avec Prévost de ce qui a été lavé, nettoyé ou frotté dans l'appartement de #Magnotta. Pas clair pour lui.",10/15/2014,Leclair_NPP veut_V maintenant_ADV parler_VINF avec_P Prévost_NPP de_P ce_PRO qui_PROREL a_V été_VPP lavé_ADJ nettoyé_VPP ou_CC frotté_VPP dans_P l'appartement_ADV de_P #Magnotta_NPP Pas_ADV clair_ADJ pour_P lui_PRO,Leclair veut parler Prévost été lavé nettoyé frotté clair,-,
"L'avocat de #Magnotta montre au jury cette affiche de Casablanca, trouvée dans les ordures et vue dans la vidéo. La dépose en preuve.",10/15/2014,L'avocat_NPP de_P #Magnotta_NPP montre_V au_P jury_NC cette_DET affiche_NC de_P Casablanca_NPP trouvée_VPP dans_P les_DET ordures_NC et_CC vue_N dans_P la_DET vidéo_NC La_DET dépose_V en_P preuve_NC,L'avocat montre jury affiche Casablanctrouvée ordures vidéo dépose preuve,-,
"Prévost parle maintenant de l'affiche du film Casablanca, qui présente tache de sang avec profil génétique de Lin Jun. #Magnotta",10/15/2014,Prévost_NPP parle_V maintenant_ADV de_P l'affiche_NC du_P film_NC Casablanca_NPP qui_PROREL présente_V tache_NC de_P sang_NC avec_P profil_NC génétique_ADJ de_P Lin_NPP Jun_NPP #Magnotta_NPP,Prévost parle l'affiche filCasablancprésente tache sang profil génétique Lin Jun,-,
"Me Leclair présente la bouteille au jury, la dépose en preuve, comme il l'a souvent fait depuis début du procès #Magnotta",10/15/2014,Me_NC Leclair_NPP présente_V la_DET bouteille_NC au_P jury_NC la_DET dépose_V en_P preuve_N comme_P il_CLS l'_CLO a_V souvent_ADV fait_VPP depuis_P début_NC du_P procès_NC #Magnotta_NPP,Me Leclair présente bouteille jury dépose fait début procès,-,
"Le profil génétique de Lin a été trouvé sur le goulot de la bouteille, dit Prévost. Pourrait être de la salive, mais pas certain. #Magnotta",10/15/2014,Le_DET profil_NC génétique_ADJ de_P Lin_NPP a_V été_VPP trouvé_VPP sur_P le_DET goulot_NC de_P la_DET bouteille_NC dit_V Prévost_NPP Pourrait_V être_VINF de_P la_DET salive_NC mais_CC pas_ADV certain_ADJ #Magnotta_NC,profil génétique Lin été trouvé goulot bouteille dit Prévost Pourrait être salive certain,-,
"Prévost exhibe bouteille de vin trouvée dans ordures, aperçue dans vidéo. Selon Couronne, elle a servi à infliger sévices à Lin #Magnotta",10/15/2014,Prévost_NPP exhibe_V bouteille_N de_P vin_N trouvée_VPP dans_P ordures_N aperçue_VPP dans_P vidéo_ADJ Selon_P Couronne_N elle_CLS a_V servi_VPP à_P infliger_VINF sévices_NC à_P Lin_NPP #Magnotta_NPP,Prévost exhibe trouvée aperçue vidéo servi infliger sévices Lin,-,
"Prévost a vu vidéo filmée par #Magnotta avant d'entrer dans l'appart 30 mai 2012. Puis, une 2e fois pour s'attarder au drap, à la douillette",10/15/2014,Prévost_NPP a_V vu_VPP vidéo_ADJ filmée_VPP par_P #Magnotta_NPP avant_P d'entrer_VINF dans_P l'appart_N 30_ADJ mai_NC 2012_N Puis_CC une_DET 2e_NC fois_N pour_P s_ET '_ET attarder_VINF au_P drap_NC à_P la_DET douillette_NC,Prévost vu vidéo filmée d'entrer 30 mai 2e attarder drap douillette,-,
"Snr ce, l'avocat de #Magnotta, Luc Leclair, entreprend son contre-interrogatoire de la biologiste judiciaire Jacinthe Prévost",10/15/2014,Snr_NPP ce_DET l'avocat_NC de_P #Magnotta_NPP Luc_NPP Leclair_NPP entreprend_V son_DET contre-interrogatoire_NC de_P la_DET biologiste_NC judiciaire_ADJ Jacinthe_NPP Prévost_NPP,Snr l'avocat Luc Leclair entreprend contre-interrogatoire biologiste judiciaire Jacinthe Prévost,-,
Prėvost souligne aussi à la demande de la Couronne qu'aucune trace du sperme de Lin Jun n'a été retrouvée. #Magnotta,10/15/2014,Prėvost_NPP souligne_V aussi_ADV à_P la_DET demande_NC de_P la_DET Couronne_NC qu'aucune_ADJ trace_NC du_P sperme_NC de_P Lin_ET Jun_ET n_ET '_ET a_V été_VPP retrouvée_VPP #Magnotta_NPP,Prėvost souligne demande Couronne qu'aucune trace sperme été retrouvée,-,
"Prévost revient sur le fait qu'un pulvérisateur de poivre de Cayenne a été retrouvé dans l'appart. de #Magnotta. Pas expertisé, selon elle.",10/15/2014,Prévost_NPP revient_V sur_P le_DET fait_NC qu'un_ADJ pulvérisateur_NC de_P poivre_NC de_P Cayenne_NPP a_V été_VPP retrouvé_VPP dans_P l'appart_N de_P #Magnotta_N Pas_ADV expertisé_VPP selon_P elle_PRO,Prévost revient fait qu'un pulvérisateur poivre Cayenne été retrouvé expertisé,-,
Juge Cournoyer annonce au jury qu'il y aura pause de 11h à 14h30 lundi. Possible aussi qu'il soit appelé à siéger vendredi 24 oct #Magnotta,10/15/2014,Juge_NPP Cournoyer_NPP annonce_V au_P jury_NC qu'il_ADJ y_CLO aura_V pause_NC de_P 11h_DET à_P 14h30_DET lundi_NC Possible_ADJ aussi_ADV qu'il_ADJ soit_CC appelé_VPP à_P siéger_VINF vendredi_NC 24_ADJ oct_ADJ #Magnotta_NPP,Juge Cournoyer annonce jury qu'il aurpause lundi Possible appelé siéger vendredi 24 oct,-,
Procès #Magnotta reprend après nouvelles discussions hors jury. La biologiste judiciaire Jacinthe Prévost est à la barre des témoins.,10/15/2014,Procès_NPP #Magnotta_NPP reprend_V après_P nouvelles_ADJ discussions_NC hors_P jury_NC La_DET biologiste_NC judiciaire_ADJ Jacinthe_NPP Prévost_NPP est_V à_P la_DET barre_NC des_P témoins_NC,Procès reprend nouvelles discussions jury biologiste judiciaire Jacinthe Prévost est barre témoins,-,
"Fin de la journée au procès #Magnotta. Couronne croit avoir fini avec Prévost. Elle reviendra néanmoins demain, au moins pour contre-interro",10/14/2014,Fin_NC de_P la_DET journée_NC au_P procès_NC #Magnotta_NPP Couronne_NPP croit_V avoir_VINF fini_VPP avec_P Prévost_NPP Elle_CLS reviendra_V néanmoins_ADV demain_ADV au_P moins_ADV pour_P contre-interro_NC,Fin journée procès Couronne croit avoir fini Prévost reviendrcontre-interro,-,
"Conclusion du rapport Prévost : Lin Jun ""a perdu beaucoup de sang sur le lit""#Magnotta",10/14/2014,Conclusion_NC du_P rapport_NC Prévost_NPP :_PUNC Lin_NPP Jun_NPP a_V perdu_VPP beaucoup_ADV de_P sang_NC sur_P le_DET lit_NC #Magnotta_NPP,Conclusion rapport Prévost Lin Jun perdu sang lit,-,
"Sang présent sur parties du marteau, du tournevis et scie oscillante correspondait au profil de Lin Jun, dit Prévost. #Magnotta",10/14/2014,Sang_NPP présent_ADJ sur_P parties_NC du_P marteau_NC du_P tournevis_NC et_CC scie_NC oscillante_ADJ correspondait_V au_P profil_NC de_P Lin_NPP Jun_NPP dit_V Prévost_NPP #Magnotta_NPP,Sang présent parties marteau tournevis scie oscillante correspondait profil Lin Jun dit Prévost,-,
"Couteau retrouvé sur scène de crime présentait preuve d'ADN correspondant à Lin Jun, dit Prévost. #Magnotta",10/14/2014,Couteau_NPP retrouvé_VPP sur_P scène_NC de_P crime_NC présentait_V preuve_NC d'ADN_NPP correspondant_VPR à_P Lin_NPP Jun_NPP dit_V Prévost_NPP #Magnotta_NPP,Couteau retrouvé scène crime présentait preuve d'ADN Lin Jun dit Prévost,-,
